h3_cell,latitude,longitude,bairro_clean
89818398297ffff,-8.060014211662162,-34.891383446005804,boa vista
89818398297ffff,-8.0581474,-34.8901107,boa vista
89818398297ffff,-8.059597392557944,-34.891213658765935,boa vista
89818398297ffff,-8.060597160110278,-34.89190240070804,boa vista
89818398297ffff,-8.061193596457914,-34.89116164781612,boa vista
89818398297ffff,-8.058726043107436,-34.89047731192496,boa vista
89818398297ffff,-8.0597538,-34.8914802,boa vista
89818398297ffff,-8.060532230109638,-34.89209781816807,boa vista
89818398297ffff,-8.0604339,-34.8908525,soledade
89818398297ffff,-8.059030243748836,-34.88960726602713,soledade
89818398297ffff,-8.061139159288697,-34.891892015186826,boa vista
89818398297ffff,-8.061039598741353,-34.89142565437572,boa vista
89818398297ffff,-8.0604294,-34.8907294,soledade
89818398297ffff,-8.059662908713843,-34.89237192763028,boa vista
89818398297ffff,-8.0598322,-34.8889868,boa vista
89818398297ffff,-8.0607379,-34.8895688,boa vista
89818398297ffff,-8.061179046353454,-34.89155114584578,boa vista
89818398297ffff,-8.059153495431639,-34.89002465979281,boa vista
89818398297ffff,-8.059017994396397,-34.889881475673306,boa vista
89818398297ffff,-8.058350870198666,-34.89144665488652,soledade
89818398297ffff,-8.059434322225652,-34.89240521222565,boa vista
89818398297ffff,-8.059205930322534,-34.89181048802787,boa vista
89818398297ffff,-8.060864194040478,-34.89190667009665,boa vista
89818398297ffff,-8.059126914420933,-34.892382724047174,boa vista
89818398297ffff,-8.059068126946787,-34.891892902637075,boa vista
89818398297ffff,-8.0600087,-34.8892205,boa vista
89818398297ffff,-8.058818483079062,-34.89016225104779,boa vista
89818398297ffff,-8.059125526139239,-34.89153805307257,boa vista
89818398297ffff,-8.059152506897759,-34.89170574278665,boa vista
8981839829bffff,-8.059619029738814,-34.883648583074745,boa vista
8981839829bffff,-8.06071760598061,-34.884881184768666,boa vista
8981839829bffff,-8.059866787931044,-34.88364437061044,boa vista
8981839829bffff,-8.060184363305856,-34.884584927847875,boa vista
8981839829bffff,-8.060612440990985,-34.884312256036104,boa vista
8981839829bffff,-8.058437510252281,-34.885187532522366,boa vista
8981839829bffff,-8.060600872811083,-34.884496141078806,boa vista
8981839829bffff,-8.06044914495043,-34.884632684675175,boa vista
8981839829bffff,-8.059806715939427,-34.88582243688955,boa vista
8981839829bffff,-8.060942323324028,-34.88433267454973,boa vista
8981839829bffff,-8.061028608415615,-34.8845009861332,boa vista
8981839829bffff,-8.060463362145425,-34.884977287698455,boa vista
8981839829bffff,-8.059797666704117,-34.883546259390144,boa vista
8981839829bffff,-8.060700129521063,-34.88407686281547,boa vista
8981839829bffff,-8.06056561282805,-34.884787466106445,boa vista
8981839829bffff,-8.060660918759876,-34.88463728095958,boa vista
8981839829bffff,-8.060305515664462,-34.88467192885282,boa vista
8981839829bffff,-8.060181038793912,-34.88437679011059,boa vista
8981839829bffff,-8.060407672596929,-34.88437913869818,boa vista
8981839829bffff,-8.060228687442905,-34.8846865238144,boa vista
8981839829bffff,-8.059316,-34.8862478,boa vista
8981839829bffff,-8.060380673766614,-34.88449037959663,boa vista
8981839829bffff,-8.058406854009604,-34.88527432044994,boa vista
8981839829bffff,-8.0593423,-34.8860899,boa vista
8981839829bffff,-8.060252586539075,-34.88434413425635,boa vista
8981839829bffff,-8.060379000933109,-34.88455254522926,boa vista
8981839829bffff,-8.06059527191464,-34.88504800381858,boa vista
8981839829bffff,-8.060501057025151,-34.88479820481605,boa vista
8981839829bffff,-8.0587566,-34.8862758,boa vista
8981839829bffff,-8.060794584111814,-34.88469402788744,boa vista
8981839829bffff,-8.060631076997705,-34.88650088689463,boa vista
8981839829bffff,-8.06020334029855,-34.88416272978409,boa vista
8981839829bffff,-8.060640384616773,-34.884522846560586,boa vista
8981839829bffff,-8.060391439885388,-34.88398893420645,boa vista
8981839829bffff,-8.06024664831345,-34.885055740348,boa vista
8981839829bffff,-8.0605501,-34.8846504,boa vista
8981839829bffff,-8.060198017902833,-34.883464851593295,boa vista
8981839829bffff,-8.059722978181396,-34.88371850622099,boa vista
8981839829bffff,-8.060508004889776,-34.88465583500074,boa vista
8981839829bffff,-8.0593782,-34.8853272,boa vista
8981839829bffff,-8.060076513929962,-34.88370961770649,boa vista
8981839829bffff,-8.060698581995663,-34.88434335231334,boa vista
8981839829bffff,-8.058398445517131,-34.885826468609146,boa vista
8981839829bffff,-8.060590362612098,-34.88468989582053,boa vista
8981839829bffff,-8.060756893153274,-34.8849604775289,boa vista
8981839829bffff,-8.061185988235104,-34.884802337338435,boa vista
8981839829bffff,-8.05978230234619,-34.88373417283317,boa vista
8981839829bffff,-8.06149,-34.885797,boa vista
8981839829bffff,-8.0599325,-34.8837613,boa vista
8981839829bffff,-8.060036212252545,-34.8853676392866,boa vista
8981839829bffff,-8.060312191025513,-34.88449225329002,boa vista
8981839829bffff,-8.060663780903367,-34.88436895926948,boa vista
8981839829bffff,-8.060401369277296,-34.88468219435003,boa vista
8981839829bffff,-8.06089064267504,-34.884991531844484,boa vista
8981839829bffff,-8.060645357487443,-34.884579424832125,boa vista
8981839829bffff,-8.060199236780623,-34.884561236745384,boa vista
8981839829bffff,-8.0588845,-34.8861745,boa vista
8981839829bffff,-8.060973304428286,-34.884696682917664,boa vista
8981839829bffff,-8.060251425382189,-34.88382403685386,boa vista
8981839829bffff,-8.060860599531937,-34.88449039378632,boa vista
8981839829bffff,-8.060666120060237,-34.88469738010023,boa vista
8981839829bffff,-8.05988634212227,-34.88391078758291,boa vista
8981839829bffff,-8.059960034150011,-34.88370196706578,boa vista
8981839829bffff,-8.06087070061122,-34.88501049675312,boa vista
8981839829bffff,-8.060362384985957,-34.88462953579327,boa vista
8981839829bffff,-8.060668790630796,-34.8843343958385,boa vista
8981839829bffff,-8.060394769475385,-34.8844861452483,boa vista
8981839829bffff,-8.060400077047413,-34.88442927131051,boa vista
8981839829bffff,-8.0591371,-34.8843558,boa vista
8981839829bffff,-8.060091178463544,-34.884789077302734,boa vista
8981839829bffff,-8.059932935857404,-34.884161582511844,boa vista
8981839829bffff,-8.060251202310788,-34.88359121305297,boa vista
8981839829bffff,-8.05967545395899,-34.88366638725158,boa vista
8981839829bffff,-8.059856112471282,-34.88383576981238,boa vista
8981839829bffff,-8.06111580490468,-34.884639873203355,boa vista
8981839829bffff,-8.060536166968262,-34.884741237118924,boa vista
8981839829bffff,-8.060418231688615,-34.884589276027825,boa vista
8981839829bffff,-8.060551928268556,-34.884477949646204,boa vista
8981839829bffff,-8.060287559282378,-34.88408999993943,boa vista
8981839829bffff,-8.058692509536224,-34.88544973575846,boa vista
8981839829bffff,-8.060266795456101,-34.88383336303754,boa vista
8981839829bffff,-8.060033979084379,-34.88401313593496,boa vista
8981839829bffff,-8.060509581701877,-34.88416014210462,boa vista
8981839829bffff,-8.060252512327867,-34.88499297956556,boa vista
8981839829bffff,-8.060616572914743,-34.884730665573784,boa vista
8981839829bffff,-8.058247648025771,-34.885788114683564,boa vista
8981839829bffff,-8.059921706752467,-34.88457623674051,boa vista
8981839829bffff,-8.060727679377642,-34.88480108170283,boa vista
8981839829bffff,-8.060203257612756,-34.88395582389909,boa vista
8981839829bffff,-8.060628782669918,-34.88484636909355,boa vista
8981839829bffff,-8.060529982370133,-34.88428134963377,boa vista
8981839829bffff,-8.0583408,-34.885608,boa vista
8981839829bffff,-8.059744220313359,-34.88315217207663,boa vista
8981839829bffff,-8.060282038725855,-34.88458882222215,boa vista
8981839829bffff,-8.059822552381721,-34.88376526319656,boa vista
8981839829bffff,-8.0603981701019,-34.88450880620711,boa vista
8981839829bffff,-8.060352150392537,-34.884713946307784,boa vista
8981839829bffff,-8.06059268718952,-34.884358487891085,boa vista
8981839829bffff,-8.058682,-34.8851773,boa vista
8981839829bffff,-8.05976893254046,-34.88379148936792,boa vista
8981839829bffff,-8.060756760707477,-34.88464321337676,boa vista
8981839829bffff,-8.060542335127058,-34.88493496195024,boa vista
8981839829bffff,-8.060320483279062,-34.884590603002195,boa vista
8981839829bffff,-8.060812137489794,-34.884417679445285,boa vista
8981839829bffff,-8.058846,-34.8858054,boa vista
8981839829bffff,-8.06070852665781,-34.884803689995124,boa vista
8981839829bffff,-8.060335992547653,-34.88386907877241,boa vista
8981839829bffff,-8.060734329943397,-34.884206573153165,boa vista
8981839829bffff,-8.059878469736217,-34.884752334897634,boa vista
8981839829bffff,-8.060355702529304,-34.88520727612066,boa vista
8981839829bffff,-8.060058531907345,-34.88363775012731,boa vista
8981839829bffff,-8.06020871176622,-34.8840789822128,boa vista
8981839829bffff,-8.060463504453889,-34.88441736864382,boa vista
8981839829bffff,-8.060102822876805,-34.88358685226737,boa vista
8981839829bffff,-8.060431820694575,-34.88455198815675,boa vista
8981839829bffff,-8.059849839555564,-34.8836905549044,boa vista
8981839829bffff,-8.0595451,-34.8832172,boa vista
8981839829bffff,-8.060660722131956,-34.88461120691947,boa vista
8981839829bffff,-8.060690982864141,-34.88435633071562,boa vista
8981839829bffff,-8.060126531629761,-34.88404365805526,boa vista
8981839829bffff,-8.060140504567645,-34.884172097431474,boa vista
8981839829bffff,-8.060761449208549,-34.88466036647421,boa vista
8981839829bffff,-8.059695609337798,-34.88372182751393,boa vista
8981839829bffff,-8.059790310825543,-34.88377421985638,boa vista
8981839829bffff,-8.060581749520772,-34.88500826260409,boa vista
8981839829bffff,-8.060177911912303,-34.88382102365733,boa vista
8981839829bffff,-8.0584933,-34.8859912,boa vista
8981839829bffff,-8.060606349256854,-34.885140431794326,boa vista
8981839829bffff,-8.06001635588016,-34.88428223104939,boa vista
8981839829bffff,-8.059796271212022,-34.88361667019807,boa vista
8981839829bffff,-8.060691376492032,-34.88481223624598,boa vista
8981839829bffff,-8.059850706631018,-34.883774543667684,boa vista
8981839829bffff,-8.060291531806271,-34.88477754489555,boa vista
8981839829bffff,-8.060230664423168,-34.8839289713872,boa vista
8981839829bffff,-8.05946575301318,-34.88371482607682,boa vista
8981839829bffff,-8.0598489,-34.8867102,boa vista
8981839829bffff,-8.05863565579195,-34.885101039273216,boa vista
8981839829bffff,-8.06009348953893,-34.8837252607935,boa vista
8981839829bffff,-8.060338044787056,-34.88453741106362,boa vista
8981839829bffff,-8.060711589241809,-34.88501655361556,boa vista
8981839829bffff,-8.060649904632228,-34.88463173827844,boa vista
8981839829bffff,-8.060300297259586,-34.88515725846735,boa vista
8981839829bffff,-8.06046994444726,-34.8852483733253,boa vista
8981839829bffff,-8.060399251482563,-34.88442825558104,boa vista
8981839829bffff,-8.060238234936689,-34.88456511186906,boa vista
8981839829bffff,-8.059810715293821,-34.88431252593454,boa vista
8981839829bffff,-8.061006139012733,-34.884562187228184,boa vista
8981839829bffff,-8.06053597608365,-34.8846512373881,boa vista
8981839829bffff,-8.060157992714998,-34.88406584898593,boa vista
8981839829bffff,-8.059798209840404,-34.884254141919364,boa vista
8981839829bffff,-8.060333308524697,-34.88405258913506,boa vista
8981839829bffff,-8.05964186664812,-34.88381473563642,boa vista
8981839829bffff,-8.0597503,-34.8848795,boa vista
8981839829bffff,-8.060455953583988,-34.88511066841025,boa vista
8981839829bffff,-8.060209148850667,-34.884497218546684,boa vista
8981839829bffff,-8.059902284011297,-34.8835839071563,boa vista
8981839829bffff,-8.059761566427936,-34.883446054496524,boa vista
8981839829bffff,-8.0599635276348,-34.88372881187946,boa vista
8981839829bffff,-8.060124536119524,-34.88498383019172,boa vista
8981839829bffff,-8.06073210384853,-34.884945957246174,boa vista
8981839829bffff,-8.060491341661425,-34.8843442242558,boa vista
8981839829bffff,-8.06056096614447,-34.88478764421812,boa vista
8981839829bffff,-8.060579611647162,-34.884980306580275,boa vista
8981839829bffff,-8.060140517948382,-34.884165472502524,boa vista
8981839829bffff,-8.06047745001772,-34.884779439894494,boa vista
8981839829bffff,-8.058578130190163,-34.88550629893366,boa vista
8981839829bffff,-8.060751445612834,-34.88472628750621,boa vista
8981839829bffff,-8.060739626903894,-34.884485623884764,boa vista
8981839829bffff,-8.059661320028992,-34.88365066714967,boa vista
8981839829bffff,-8.060616878226165,-34.88440418903273,boa vista
8981839829bffff,-8.0595126,-34.8862154,boa vista
8981839829bffff,-8.0602469,-34.8858755,boa vista
8981839829bffff,-8.061336224525535,-34.884744547320494,boa vista
8981839829bffff,-8.061051703591133,-34.88518681229678,boa vista
8981839829bffff,-8.059344042311473,-34.884155916404794,boa vista
8981839829bffff,-8.060128939200872,-34.88471215809704,boa vista
8981839829bffff,-8.0614495,-34.8840474,boa vista
8981839829bffff,-8.060968803363554,-34.88530397044098,boa vista
8981839829bffff,-8.060224249707993,-34.883774034057176,boa vista
8981839829bffff,-8.060372568661546,-34.88375075874049,boa vista
8981839829bffff,-8.06060024683321,-34.88368049666688,boa vista
8981839829bffff,-8.0602857,-34.8866737,boa vista
8981839829bffff,-8.061032732778905,-34.88499862726627,boa vista
8981839829bffff,-8.060079502717166,-34.883358201888306,boa vista
8981839829bffff,-8.059914624022934,-34.8835170877937,boa vista
8981839829bffff,-8.060185357753019,-34.884843554061625,boa vista
8981839829bffff,-8.060645719116525,-34.88446915919456,boa vista
8981839829bffff,-8.060397717146111,-34.884681655101566,boa vista
8981839829bffff,-8.060384144252986,-34.88441767520608,boa vista
8981839829bffff,-8.059917813434016,-34.88350580892982,boa vista
8981839829bffff,-8.060433859687521,-34.88407846757694,boa vista
8981839829bffff,-8.060419856315665,-34.884875194078035,boa vista
8981839829bffff,-8.060112031855395,-34.88378605274715,boa vista
8981839829bffff,-8.059960139554113,-34.88358144992681,boa vista
8981839829bffff,-8.060677394543315,-34.884268093554574,boa vista
8981839829bffff,-8.060091737581,-34.88382119174922,boa vista
898183982a3ffff,-8.0499655958474,-34.89404663751982,espinheiro
898183982a3ffff,-8.050188825148881,-34.894067448596594,espinheiro
898183982a3ffff,-8.05002432064825,-34.89393245717061,espinheiro
898183982a3ffff,-8.050020519783118,-34.894383907879266,espinheiro
898183982a3ffff,-8.04963439751237,-34.894455069056654,espinheiro
898183982a3ffff,-8.049604974110936,-34.89451957212345,graças
898183982a3ffff,-8.049685793844143,-34.89400576187164,graças
898183982a3ffff,-8.049746748549557,-34.89424315890443,espinheiro
898183982a3ffff,-8.049790351348218,-34.89430267671335,espinheiro
898183982a3ffff,-8.050090665556157,-34.89457127051736,espinheiro
898183982a3ffff,-8.050485089178302,-34.89400095314522,graças
898183982a3ffff,-8.049835933892746,-34.89418423182019,graças
898183982a3ffff,-8.049962,-34.8941334,espinheiro
898183982a3ffff,-8.049614329152163,-34.89408260169344,boa vista
898183982a3ffff,-8.049784909830132,-34.89368091836854,espinheiro
898183982a3ffff,-8.050184206920727,-34.8947820806837,graças
898183982a3ffff,-8.050049308748317,-34.89410127935524,graças
898183982a3ffff,-8.049698128333098,-34.893258534816624,boa vista
898183982a3ffff,-8.050099592920356,-34.89417543189703,espinheiro
898183982a3ffff,-8.049951850519822,-34.893784815053955,graças
898183982a3ffff,-8.05014000867053,-34.89445332568848,espinheiro
898183982a3ffff,-8.0500137,-34.8933895,boa vista
898183982a3ffff,-8.0520288,-34.8926265,boa vista
898183982a3ffff,-8.04997638747772,-34.89401762633005,graças
898183982a3ffff,-8.050258385147067,-34.89403593340514,espinheiro
898183982a3ffff,-8.049658494764437,-34.89373266925887,espinheiro
898183982a3ffff,-8.049602418467146,-34.89388075752499,espinheiro
898183982a3ffff,-8.050056852092471,-34.89444651477526,graças
898183982a3ffff,-8.049930367287681,-34.89415433257494,boa vista
898183982a3ffff,-8.049661371128543,-34.8943781509757,graças
898183982a3ffff,-8.049759410115845,-34.89386476041885,graças
898183982a3ffff,-8.050045,-34.8929893,boa vista
898183982a3ffff,-8.049826323813766,-34.89359608020045,boa vista
898183982a3ffff,-8.050281240794757,-34.894569734363365,espinheiro
898183982a3ffff,-8.050015386307425,-34.89415828000244,espinheiro
898183982a3ffff,-8.049595150947104,-34.89384605711351,espinheiro
898183982a3ffff,-8.050464195949658,-34.89430557653266,espinheiro
898183982a3ffff,-8.049700177129415,-34.89400575079508,graças
898183982a3ffff,-8.051242134344449,-34.895673028595446,graças
898183982a3ffff,-8.0522487,-34.8940492,boa vista
898183982a3ffff,-8.050483481692602,-34.89443885524754,espinheiro
898183982a3ffff,-8.04984111714642,-34.89420038223771,espinheiro
898183982a3ffff,-8.049685876019407,-34.893951509094684,graças
898183982a3ffff,-8.04970252408792,-34.893950228225904,boa vista
898183982a3ffff,-8.0517552,-34.8934712,boa vista
898183982a3ffff,-8.04976918134432,-34.89441063734084,boa vista
898183982a3ffff,-8.04986885662037,-34.89378600494552,graças
898183982a3ffff,-8.050035573559938,-34.893832070960265,espinheiro
898183982a3ffff,-8.049940275837782,-34.89429935222564,espinheiro
898183982a3ffff,-8.049871092773657,-34.89386932473969,espinheiro
898183982a3ffff,-8.050198543027237,-34.89431728670153,espinheiro
898183982a3ffff,-8.051770305871674,-34.895392234764444,boa vista
898183982a3ffff,-8.050156032959716,-34.89411487019158,espinheiro
898183982a3ffff,-8.049682317266527,-34.894221336808535,espinheiro
898183982a3ffff,-8.0506028,-34.8932196,boa vista
898183982a3ffff,-8.049661499089515,-34.894055485384484,espinheiro
898183982a3ffff,-8.049949851633238,-34.894490420379455,espinheiro
898183982a3ffff,-8.049963801216322,-34.89426017628004,espinheiro
898183982a3ffff,-8.050089327844214,-34.89394431669356,boa vista
898183982a3ffff,-8.049696079417478,-34.89418804657677,espinheiro
898183982a3ffff,-8.049962,-34.8941334,graças
898183982a3ffff,-8.0508555,-34.8937973,boa vista
898183982a3ffff,-8.0503754,-34.8931477,boa vista
898183982a3ffff,-8.0516014,-34.8936671,boa vista
898183982a3ffff,-8.050264311070148,-34.89372309017531,espinheiro
898183982a3ffff,-8.0517552,-34.8934712,espinheiro
898183982a3ffff,-8.049952377846513,-34.89390952409625,espinheiro
898183982a3ffff,-8.0500084851312,-34.894278322657634,espinheiro
898183982a3ffff,-8.050577098159465,-34.89386845411316,espinheiro
898183982a3ffff,-8.049846677069649,-34.89458211657317,espinheiro
898183982a3ffff,-8.049652755460027,-34.89408766810852,espinheiro
898183982a3ffff,-8.050376966560426,-34.893937654389546,espinheiro
898183982a3ffff,-8.050407300051933,-34.893385963955645,boa vista
898183982a3ffff,-8.050195010481746,-34.89389124331936,espinheiro
898183982a3ffff,-8.0511867,-34.894098,boa vista
898183982a3ffff,-8.050181011158463,-34.89469711563771,espinheiro
898183982a3ffff,-8.050279603534078,-34.894012621797835,boa vista
898183982a3ffff,-8.049785756049037,-34.893961535245985,espinheiro
898183982a3ffff,-8.04974995733314,-34.89396118833557,espinheiro
898183982a3ffff,-8.049751220174505,-34.8941744154153,boa vista
898183982a3ffff,-8.049894775715325,-34.89383676185374,espinheiro
898183982a3ffff,-8.050380918007033,-34.894285897820765,graças
898183982a3ffff,-8.05001683362622,-34.8943835748695,espinheiro
898183982a3ffff,-8.0526133,-34.8946809,boa vista
898183982a3ffff,-8.049714753909095,-34.894602389934114,graças
898183982a3ffff,-8.049872044285635,-34.89483377107135,espinheiro
898183982a3ffff,-8.049890986608068,-34.89414600082468,graças
898183982a3ffff,-8.050070713634792,-34.89447740636886,graças
898183982a3ffff,-8.050058008385637,-34.89395362992241,espinheiro
898183982a3ffff,-8.050388326780263,-34.894316932944704,boa vista
898183982a3ffff,-8.049884839404518,-34.89434101864996,espinheiro
898183982a3ffff,-8.050463996461051,-34.89433376806429,boa vista
898183982a3ffff,-8.04978181762704,-34.89383169333584,espinheiro
898183982a3ffff,-8.050086560514952,-34.89434310880699,graças
898183982a3ffff,-8.049658058749069,-34.894197079705044,espinheiro
898183982a3ffff,-8.049706460202644,-34.8945098790053,espinheiro
898183982a3ffff,-8.050216299732599,-34.89449220444664,graças
898183982a3ffff,-8.04984780547458,-34.89388536643463,espinheiro
898183982a3ffff,-8.050115053440434,-34.894268476622415,espinheiro
898183982a3ffff,-8.049791830042723,-34.893740937766985,espinheiro
898183982a3ffff,-8.050290159084538,-34.893984237815154,espinheiro
898183982a3ffff,-8.050176289954667,-34.89385703904467,espinheiro
898183982a3ffff,-8.049786673003355,-34.894027040219555,espinheiro
898183982a3ffff,-8.049951029272648,-34.8945115849001,graças
898183982a3ffff,-8.04984654206436,-34.89415360845175,espinheiro
898183982a3ffff,-8.0520782,-34.8939513,espinheiro
898183982a3ffff,-8.049843962553586,-34.89456572764369,espinheiro
898183982a3ffff,-8.050222475385462,-34.894182401739194,espinheiro
898183982a3ffff,-8.04985669887098,-34.89376219773389,espinheiro
898183982a3ffff,-8.049909290544859,-34.89406391635937,graças
898183982a3ffff,-8.049741958983212,-34.89338840209079,boa vista
898183982a3ffff,-8.049970394306182,-34.89457902329772,espinheiro
898183982a3ffff,-8.04982924117151,-34.89387180719316,espinheiro
898183982a3ffff,-8.050155788148414,-34.894353811250234,graças
898183982a3ffff,-8.049774741687617,-34.894017317793235,espinheiro
898183982a3ffff,-8.0526133,-34.8946809,espinheiro
898183982a3ffff,-8.049848566051796,-34.893743640762146,graças
898183982a3ffff,-8.04999059966419,-34.89469198512772,espinheiro
898183982a3ffff,-8.04998386955072,-34.894351247033924,graças
898183982a3ffff,-8.049921763025969,-34.89424977387095,boa vista
898183982a3ffff,-8.050139668257836,-34.89433822625548,espinheiro
898183982a3ffff,-8.050522713523662,-34.89394791077044,graças
898183982a3ffff,-8.04963315581284,-34.89420873928232,espinheiro
898183982a3ffff,-8.049958125291305,-34.894079591462805,graças
898183982a3ffff,-8.05001695088795,-34.894817372591106,graças
898183982a3ffff,-8.049610683447694,-34.89344093445858,espinheiro
898183982a3ffff,-8.0498880501132,-34.89461343640041,graças
898183982a3ffff,-8.050422866921021,-34.89417792905862,graças
898183982a3ffff,-8.049867509369992,-34.89393834782639,espinheiro
898183982a3ffff,-8.050268227661453,-34.89417035447041,graças
898183982a3ffff,-8.050758460599807,-34.894641586327346,espinheiro
898183982a3ffff,-8.049591788891362,-34.8939679393579,graças
898183982a3ffff,-8.050156411266705,-34.894179500922746,espinheiro
898183982a3ffff,-8.049848780645576,-34.89442202031757,espinheiro
898183982a3ffff,-8.050348787606156,-34.89419917848211,boa vista
898183982a3ffff,-8.0520511,-34.8932199,boa vista
898183982a3ffff,-8.049981553371664,-34.89408721208068,espinheiro
898183982a3ffff,-8.049991828313322,-34.89408189619286,espinheiro
898183982a3ffff,-8.050166909140406,-34.89393552427821,espinheiro
898183982a3ffff,-8.049989774989593,-34.893786143501856,espinheiro
898183982a3ffff,-8.050267546069199,-34.89434125710735,espinheiro
898183982a3ffff,-8.049983110543275,-34.893761856832086,espinheiro
898183982a3ffff,-8.049962,-34.8941334,gracas
898183982a3ffff,-8.0502652,-34.8934919,boa vista
898183982a3ffff,-8.050201441871748,-34.89394619716532,boa vista
898183982a3ffff,-8.049956035756503,-34.894300969216864,espinheiro
898183982a3ffff,-8.049937664436793,-34.89457074785127,espinheiro
898183982a3ffff,-8.05016328544778,-34.894128355249,espinheiro
898183982a3ffff,-8.04965530567773,-34.893305792636106,gracas
898183982a3ffff,-8.049873199158059,-34.89355139944946,espinheiro
898183982a3ffff,-8.05010075585967,-34.89386308247622,espinheiro
898183982a3ffff,-8.050040692910926,-34.89426142605298,espinheiro
898183982a3ffff,-8.049673390087218,-34.89438223072509,espinheiro
898183982a3ffff,-8.050798294391647,-34.89440058845978,espinheiro
898183982a3ffff,-8.049726326090425,-34.89386956716323,espinheiro
898183982a7ffff,-8.049504878966037,-34.89515115664214,espinheiro
898183982a7ffff,-8.048865758049587,-34.89649770609241,espinheiro
898183982a7ffff,-8.0479492,-34.8968779,espinheiro
898183982a7ffff,-8.0492747,-34.8950728,espinheiro
898183982a7ffff,-8.04791762427725,-34.89727794344635,espinheiro
898183982a7ffff,-8.0479632,-34.8977447,espinheiro
898183982a7ffff,-8.047990512159949,-34.89685670769081,espinheiro
898183982a7ffff,-8.0483856188817,-34.896489689097216,espinheiro
898183982a7ffff,-8.0501274,-34.8955644,graças
898183982a7ffff,-8.0484892,-34.8966677,espinheiro
898183982a7ffff,-8.0479632,-34.8977447,graças
898183982a7ffff,-8.048273081499188,-34.896669217648174,espinheiro
898183982a7ffff,-8.048347771487805,-34.89603637904026,graças
898183982a7ffff,-8.047996599914681,-34.89671437458212,espinheiro
898183982a7ffff,-8.05064199555874,-34.89600569472094,graças
898183982a7ffff,-8.048821838134073,-34.896270926380865,graças
898183982a7ffff,-8.051252725886876,-34.896536858054446,graças
898183982a7ffff,-8.048036787076702,-34.896892872984644,espinheiro
898183982a7ffff,-8.047903607366267,-34.89671023991412,espinheiro
898183982a7ffff,-8.050987711902312,-34.89601475284356,graças
898183982a7ffff,-8.048023784620662,-34.897482457576544,espinheiro
898183982a7ffff,-8.050577407633256,-34.89614629036482,espinheiro
898183982a7ffff,-8.051098977544724,-34.89590431749899,graças
898183982a7ffff,-8.0508642,-34.895911,graças
898183982a7ffff,-8.048187487872454,-34.89650788031236,espinheiro
898183982a7ffff,-8.0489544,-34.8963607,graças
898183982a7ffff,-8.051179207943129,-34.89589717034665,graças
898183982a7ffff,-8.05066,-34.8957983,graças
898183982a7ffff,-8.050658570483371,-34.89651595345784,graças
898183982a7ffff,-8.048271802456584,-34.89699955161871,espinheiro
898183982a7ffff,-8.0501274,-34.8955644,espinheiro
898183982a7ffff,-8.049124448326245,-34.89635484843228,graças
898183982a7ffff,-8.0487808,-34.8961847,espinheiro
898183982a7ffff,-8.048868,-34.8963772,espinheiro
898183982a7ffff,-8.048045803741216,-34.89672257086944,espinheiro
898183982a7ffff,-8.049045135817025,-34.89659200780015,espinheiro
898183982a7ffff,-8.048657101732351,-34.89650289649883,graças
898183982a7ffff,-8.048384210291076,-34.89668244619416,espinheiro
898183982a7ffff,-8.048158641226534,-34.8969913812329,espinheiro
898183982a7ffff,-8.051186801949488,-34.895902630846535,graças
898183982a7ffff,-8.048041825545006,-34.896311096915525,espinheiro
898183982a7ffff,-8.047885898720935,-34.89639101096123,espinheiro
898183982a7ffff,-8.0485656,-34.8966377,espinheiro
898183982a7ffff,-8.051057648645704,-34.89589703104965,graças
898183982a7ffff,-8.048146755750192,-34.89638269765686,espinheiro
898183982a7ffff,-8.050488788010009,-34.89594409791128,graças
898183982a7ffff,-8.050978018982379,-34.89572104929951,graças
898183982a7ffff,-8.0508642,-34.895911,gracas
898183982a7ffff,-8.050614963930673,-34.89595475019194,gracas
898183982a7ffff,-8.0501274,-34.8955644,gracas
898183982a7ffff,-8.048095223115647,-34.89700052233648,espinheiro
898183982a7ffff,-8.0479632,-34.8977447,gracas
898183982abffff,-8.049558647528997,-34.89044144577252,boa vista
898183982abffff,-8.049271403670687,-34.889384223245585,santo amaro
898183982abffff,-8.0491058,-34.8920067,boa vista
898183982abffff,-8.0500258,-34.8915566,boa vista
898183982abffff,-8.049877741928062,-34.88961094006966,santo amaro
898183982abffff,-8.049407210332099,-34.88970642848827,santo amaro
898183982abffff,-8.0504982,-34.889825,santo amaro
898183982abffff,-8.04891976026026,-34.891984238808504,boa vista
898183982abffff,-8.048202,-34.8897939,santo amaro
898183982abffff,-8.050574661666477,-34.89194564220946,boa vista
898183982abffff,-8.0501673,-34.8916914,boa vista
898183982abffff,-8.0496107,-34.8927826,boa vista
898183982abffff,-8.0499655,-34.8902581,santo amaro
898183982abffff,-8.0508657,-34.8897615,boa vista
898183982abffff,-8.04973621350603,-34.88911056943384,santo amaro
898183982abffff,-8.0504996,-34.8902933,boa vista
898183982abffff,-8.049672758880721,-34.88927335152023,santo amaro
898183982abffff,-8.0496527,-34.8913348,boa vista
898183982abffff,-8.0496627,-34.8891906,santo amaro
898183982abffff,-8.050076053438712,-34.88971149666366,santo amaro
898183982abffff,-8.049767536168902,-34.889106023073225,santo amaro
898183982abffff,-8.0512454,-34.8909002,boa vista
