h3_cell,latitude,longitude,bairro_clean
898180208d3ffff,-8.3586413,-35.2357829,nova descoberta
89818020c47ffff,-8.3688312,-35.235919,mangueira
89818020c6bffff,-8.35981923880726,-35.23564040974704,mangueira
89818020c6bffff,-8.359956393880234,-35.23579264675011,mangueira
89818020c6bffff,-8.360016294204748,-35.23599989126371,mangueira
89818020c6bffff,-8.3598815,-35.235705,mangueira
89818020c6bffff,-8.3597192,-35.2355842,mangueira
89818020c6bffff,-8.359439747076406,-35.235328016258244,mangueira
89818020c6bffff,-8.359979877403585,-35.235725817118485,mangueira
89818020c6bffff,-8.360017489142846,-35.23594161251765,mangueira
89818020c6bffff,-8.359450430439052,-35.23533129671785,mangueira
89818020e87ffff,-8.365732984307769,-35.227026530899465,nova descoberta
89818020e87ffff,-8.365977542889038,-35.22711445055314,nova descoberta
89818020e87ffff,-8.3654884257265,-35.22693861124579,nova descoberta
8981806488fffff,-8.1856091,-34.9504722,cajueiro
89818065907ffff,-8.1552174,-34.9094793,boa viagem
89818065923ffff,-8.149268120243516,-34.91272534906557,boa viagem
89818065923ffff,-8.149674547488315,-34.91319784875922,boa viagem
89818065923ffff,-8.149246,-34.9128101,boa viagem
89818065923ffff,-8.149072035472155,-34.9128989526366,boa viagem
89818065923ffff,-8.149139520209225,-34.91280240733898,boa viagem
89818065923ffff,-8.149626788946673,-34.91310701641867,boa viagem
89818065923ffff,-8.148773090133545,-34.91298033000558,boa viagem
89818065923ffff,-8.148950279233617,-34.91339208676531,boa viagem
89818065923ffff,-8.148987659295534,-34.91283022314091,boa viagem
89818065923ffff,-8.149074388412537,-34.912880589844136,boa viagem
89818065923ffff,-8.14912311547542,-34.912904647533814,boa viagem
89818065923ffff,-8.1493041,-34.9121797,boa viagem
89818065923ffff,-8.149519242421642,-34.9127493223663,boa viagem
89818065923ffff,-8.149289547969374,-34.912668902381945,boa viagem
89818065923ffff,-8.149532356374241,-34.91288172881947,boa viagem
89818065923ffff,-8.149347127995892,-34.91252619252849,boa viagem
89818065923ffff,-8.149411332442275,-34.912405422106275,boa viagem
89818065923ffff,-8.149138593504626,-34.9130475255882,boa viagem
89818065923ffff,-8.149073409549713,-34.91296298382471,boa viagem
89818065923ffff,-8.149519192884085,-34.913128566187005,boa viagem
89818065923ffff,-8.149044109178822,-34.91253689365245,boa viagem
89818065923ffff,-8.148732706670044,-34.91251065250479,boa viagem
89818065923ffff,-8.149304677228924,-34.91265489809741,boa viagem
89818065923ffff,-8.149267764770212,-34.912974229928246,boa viagem
89818065923ffff,-8.14936311411334,-34.91282993545488,boa viagem
89818065923ffff,-8.1492130807237,-34.912289351207455,boa viagem
89818065923ffff,-8.14951903403488,-34.91306128834526,boa viagem
89818065923ffff,-8.149038778842534,-34.91318667170486,boa viagem
89818065923ffff,-8.149548823205155,-34.912808971377174,boa viagem
89818065923ffff,-8.149641386001997,-34.91236667950322,boa viagem
89818065923ffff,-8.14958091131976,-34.91264257871867,boa viagem
89818065923ffff,-8.149275393538447,-34.91297218826629,boa viagem
89818065923ffff,-8.149070102973853,-34.91300690309011,boa viagem
89818065923ffff,-8.151436022683965,-34.91199801674674,boa viagem
89818065923ffff,-8.149362809163106,-34.913210111047405,boa viagem
89818065923ffff,-8.149283902689044,-34.91250009305876,boa viagem
89818065923ffff,-8.14894064417666,-34.912975050189125,boa viagem
89818065923ffff,-8.1500838,-34.910957,boa viagem
89818065923ffff,-8.149248513600307,-34.91254137888946,boa viagem
89818065923ffff,-8.148850276421959,-34.912461815500045,boa viagem
89818065923ffff,-8.148671737458644,-34.913146550801486,boa viagem
89818065923ffff,-8.148913779788028,-34.91269136286268,boa viagem
89818065923ffff,-8.149199733204393,-34.91289434939745,boa viagem
89818065923ffff,-8.149105320946857,-34.91319133727697,boa viagem
89818065923ffff,-8.149023807879113,-34.912944799035024,boa viagem
89818065923ffff,-8.14916818388615,-34.91262330683185,boa viagem
89818065923ffff,-8.149434062147673,-34.912807420042114,boa viagem
89818065923ffff,-8.149455091849983,-34.91298659546507,boa viagem
89818065923ffff,-8.149474742430138,-34.91287707470085,boa viagem
8981806592fffff,-8.146698037002976,-34.91310341523689,boa viagem
8981806592fffff,-8.146246992227887,-34.913916635213134,boa viagem
8981806592fffff,-8.146026818781042,-34.91368531049754,boa viagem
8981806592fffff,-8.1478203,-34.9117083,boa viagem
89818065933ffff,-8.1519161,-34.9124173,boa viagem
8981806593bffff,-8.15026577748475,-34.909905171077746,boa viagem
8981806593bffff,-8.1501244,-34.9104169,boa viagem
8981806593bffff,-8.1508513,-34.9084569,boa viagem
8981806593bffff,-8.150107396440514,-34.9092540279569,boa viagem
8981806593bffff,-8.150202830245089,-34.90922419380389,boa viagem
8981806593bffff,-8.150675603258547,-34.90894993976866,boa viagem
8981806593bffff,-8.150767160721598,-34.90930001873096,boa viagem
8981806593bffff,-8.150404149090253,-34.9091286569835,boa viagem
89818065967ffff,-8.146567028947368,-34.90645417368421,boa viagem
89818065967ffff,-8.1450534,-34.9063605,boa viagem
89818065967ffff,-8.146249,-34.9060395,boa viagem
89818065967ffff,-8.1470047,-34.9064843,boa viagem
89818065967ffff,-8.1455454,-34.9076582,boa viagem
89818065967ffff,-8.1472182,-34.9064849,boa viagem
89818065967ffff,-8.1482018,-34.9068647,boa viagem
89818065967ffff,-8.1464081,-34.9061177,boa viagem
89818065967ffff,-8.1474083,-34.9067149,boa viagem
89818065967ffff,-8.1456051,-34.9061209,boa viagem
89818065967ffff,-8.1457167,-34.9066739,boa viagem
89818065967ffff,-8.1461997,-34.9063633,boa viagem
89818065967ffff,-8.1450238,-34.9073132,boa viagem
89818065967ffff,-8.1480938,-34.9068173,boa viagem
89818065967ffff,-8.1467467,-34.906272,boa viagem
8981806596fffff,-8.143926616666667,-34.90483858333334,boa viagem
8981806596fffff,-8.1436704,-34.9047115,boa viagem
8981806596fffff,-8.1440876,-34.9049171,boa viagem
8981806596fffff,-8.1446808,-34.9052194,boa viagem
8981806596fffff,-8.1433629,-34.9045549,boa viagem
89818065977ffff,-8.148902485714286,-34.90722581428572,boa viagem
89818065977ffff,-8.1487512,-34.9073585,boa viagem
89818065977ffff,-8.1484494,-34.9070513,boa viagem
89818065977ffff,-8.1497386,-34.9074887,boa viagem
89818065977ffff,-8.1493637,-34.9073392,boa viagem
89818065977ffff,-8.1491157,-34.9072404,boa viagem
898180b942bffff,-8.90009377956232,-35.14560963883236,são josé
898180b942bffff,-8.900169472941421,-35.14527215464012,são josé
898180b942bffff,-8.90002464863684,-35.145705344729514,são josé
898180b942bffff,-8.9000872171087,-35.14585141712746,são josé
898180b943bffff,-8.900528912327058,-35.14552029256635,são josé
898180b943bffff,-8.900645782978389,-35.14550960362271,são josé
898180b943bffff,-8.900412041675725,-35.14553098150999,são josé
89818158d53ffff,-8.110827264789567,-35.39595563244109,bairro do recife
8981815910bffff,-8.118656365450407,-35.29639432343666,
8981815ab0bffff,-8.1312584,-35.4007152,bairro do recife
8981817034bffff,-7.865131348438459,-35.76386125856917,santo antônio
89818171887ffff,-7.838674422614716,-35.7595459649002,santo antônio
898181718cfffff,-7.834570370330995,-35.74867531374,são josé
89818179563ffff,-7.799061816709021,-35.58619893849154,são josé
8981817956fffff,-7.798397194654859,-35.58555742408017,são josé
8981817956fffff,-7.7984798,-35.5856086,são josé
8981817956fffff,-7.798539579196715,-35.585417472701856,são josé
8981817956fffff,-7.7984656,-35.5856113,são josé
8981817956fffff,-7.798321376810705,-35.58594253901779,são josé
8981817956fffff,-7.798179617266873,-35.58520720868123,sao jose
898181c918bffff,-8.377517798503053,-35.44967699423012,santo amaro
8981838116bffff,-7.942916151811279,-35.0019802134069,guabiraba
8981838116bffff,-7.943077111479851,-35.00136239524217,guabiraba
8981838116bffff,-7.9429727,-35.0020675,guabiraba
8981838116bffff,-7.943131470614826,-35.00223647345894,guabiraba
8981838116bffff,-7.942447281542216,-35.00219120903411,guabiraba
8981838116bffff,-7.942796632959224,-35.00201395713609,guabiraba
8981838116bffff,-7.943173507541263,-35.00186873021014,guabiraba
8981838116bffff,-7.942858818850188,-35.001918851528465,guabiraba
8981838116bffff,-7.94307690512972,-35.001570536616924,guabiraba
8981838116bffff,-7.942978820035172,-35.002115457686585,guabiraba
8981838116bffff,-7.943067655387961,-35.00202643915533,guabiraba
8981838116bffff,-7.942680040152996,-35.00183146745672,guabiraba
8981838116bffff,-7.942393588909605,-35.00203582379876,guabiraba
8981838306fffff,-8.012426697183022,-35.00604615984836,santana
8981838306fffff,-8.012445211213894,-35.006173024981145,santana
8981838306fffff,-8.0123835,-35.0059003,santana
8981838306fffff,-8.012451380335172,-35.00606515456394,santana
89818383603ffff,-8.036615732743872,-34.98773763364275,varzea
89818383603ffff,-8.0373924,-34.9873758,varzea
89818383603ffff,-8.035839065487746,-34.988099467285494,varzea
89818383607ffff,-8.035406741775246,-34.99092429423873,várzea
89818383607ffff,-8.037354625325737,-34.99080488271618,várzea
89818383607ffff,-8.0344328,-34.990984,várzea
8981838360bffff,-8.036466634242577,-34.98701739497156,várzea
8981838360fffff,-8.034225977443354,-34.99021370148443,várzea
89818383613ffff,-8.039601105677772,-34.989448892777,várzea
89818383617ffff,-8.037972136618807,-34.99198126050997,várzea
8981838361bffff,-8.0376818,-34.9848112,várzea
89818383633ffff,-8.033542224009922,-34.99401167282827,varzea
89818383633ffff,-8.033828048019844,-34.99479464565654,várzea
89818383633ffff,-8.0332564,-34.9932287,varzea
8981838363bffff,-8.0331481336111,-34.99196527321772,várzea
8981838363bffff,-8.0324153,-34.9923157,várzea
8981838363bffff,-8.033062435062964,-34.992415506156085,várzea
8981838363bffff,-8.033966665770334,-34.9911646134971,várzea
89818383643ffff,-8.035790112530684,-34.98000222679637,várzea
89818383643ffff,-8.0362728,-34.9786345,várzea
89818383643ffff,-8.0352464,-34.9805948,várzea
89818383643ffff,-8.036420427139321,-34.97818857193192,várzea
89818383643ffff,-8.0368858,-34.9800443,várzea
89818383643ffff,-8.0362847,-34.9798042,várzea
89818383643ffff,-8.036340848290251,-34.97855690321728,várzea
89818383643ffff,-8.0352464,-34.9805948,varzea
89818383647ffff,-8.0347922,-34.9823336,várzea
8981838364fffff,-8.03336315,-34.980146149999996,várzea
8981838364fffff,-8.0331671,-34.9805412,várzea
8981838364fffff,-8.0339513,-34.978961,varzea
89818383653ffff,-8.038652501367833,-34.98003509629919,várzea
89818383653ffff,-8.038311106839169,-34.98085628149596,várzea
89818383653ffff,-8.0385997,-34.9804926,várzea
89818383653ffff,-8.0392063,-34.9785014,varzea
89818383653ffff,-8.0385457,-34.9798326,varzea
89818383657ffff,-8.037774901244916,-34.98195750703927,várzea
89818383657ffff,-8.0379088,-34.9826979,várzea
89818383657ffff,-8.037743902339157,-34.981334064339634,várzea
89818383657ffff,-8.037249987543236,-34.981591543947005,várzea
89818383657ffff,-8.037989116342185,-34.98159162690969,várzea
89818383657ffff,-8.0379827,-34.9825724,várzea
8981838365bffff,-8.0360163,-34.9762704,varzea
89818389d87ffff,-7.853910271430207,-34.91084248873477,santo antônio
89818389d87ffff,-7.853879019283115,-34.91039343392447,santo antônio
89818389d87ffff,-7.853941523577299,-34.91129154354507,santo antônio
8981838a0c3ffff,-7.9620475,-34.9206378,guabiraba
8981838a0d7ffff,-7.964101893657234,-34.92287134391007,guabiraba
8981838a403ffff,-7.978019417235161,-34.92374593048159,passarinho
8981838a40bffff,-7.9759769571600625,-34.92165880274893,passarinho
8981838a40bffff,-7.9763375675047445,-34.921990273133176,passarinho
8981838a40bffff,-7.976332685741525,-34.922068224400974,passarinho
8981838a40bffff,-7.976840245961832,-34.92182351845803,passarinho
8981838a40bffff,-7.9764655,-34.9220687,passarinho
8981838a40bffff,-7.976201824459948,-34.92171652766729,passarinho
8981838a40bffff,-7.9763351020499345,-34.92206872802944,passarinho
8981838a40bffff,-7.976257876427937,-34.92198074027414,passarinho
8981838a40bffff,-7.976034483246204,-34.92238008975296,passarinho
8981838a417ffff,-7.979753595662214,-34.929881143883144,guabiraba
8981838a417ffff,-7.97977870699433,-34.93012902350744,guabiraba
8981838a417ffff,-7.979546333927296,-34.930012725887266,guabiraba
8981838a417ffff,-7.9798079,-34.9299264,guabiraba
8981838a417ffff,-7.9801052235034,-34.92959483572253,guabiraba
8981838a417ffff,-7.979892358075173,-34.92986881620148,guabiraba
8981838a417ffff,-7.979766607468351,-34.92979632102002,guabiraba
8981838a417ffff,-7.979857275612616,-34.93009763121852,guabiraba
8981838a417ffff,-7.979443324998346,-34.92974656935992,guabiraba
8981838a417ffff,-7.979827129341133,-34.92976708657866,guabiraba
8981838a417ffff,-7.97949844014094,-34.92969553341491,guabiraba
8981838a417ffff,-7.9793003210715,-34.929329021519244,guabiraba
8981838a417ffff,-7.979965916723966,-34.929740637137016,guabiraba
8981838a417ffff,-7.979402950934122,-34.92979837003755,guabiraba
8981838a417ffff,-7.979602893907901,-34.93005949029703,guabiraba
8981838a417ffff,-7.979664826062239,-34.929977065867604,guabiraba
8981838a417ffff,-7.979652500286842,-34.92978614639813,guabiraba
8981838a417ffff,-7.979532969905084,-34.929768267007844,guabiraba
8981838a417ffff,-7.97980413532651,-34.93006148922137,guabiraba
8981838a417ffff,-7.979732052323111,-34.93001863792506,guabiraba
8981838a417ffff,-7.979692948295046,-34.93005340307417,guabiraba
8981838a417ffff,-7.979967669413494,-34.93031604299001,guabiraba
8981838a417ffff,-7.979686564130218,-34.929959003167006,guabiraba
8981838a417ffff,-7.979287266106562,-34.929875139976495,guabiraba
8981838a417ffff,-7.9799799893403,-34.92959421921203,guabiraba
8981838a41bffff,-7.978131904290748,-34.923639552051796,passarinho
8981838a41bffff,-7.978139908581498,-34.9237556041036,passarinho
8981838a41bffff,-7.9781239,-34.9235235,passarinho
8981838a43bffff,-7.9740465,-34.9274214,guabiraba
8981838a44fffff,-7.972721317731432,-34.9176411759065,passarinho
8981838a44fffff,-7.9725624,-34.9178961,passarinho
8981838a44fffff,-7.972880235462864,-34.91738625181301,passarinho
8981838a453ffff,-7.980128033767556,-34.91737564469929,passarinho
8981838a453ffff,-7.9806214,-34.9182135,passarinho
8981838a453ffff,-7.980559,-34.9174989,passarinho
8981838a453ffff,-7.9787568,-34.917466,passarinho
8981838a453ffff,-7.9806355,-34.9174609,passarinho
8981838a453ffff,-7.9787564,-34.917472,passarinho
8981838a453ffff,-7.979353940280908,-34.91549121518862,passarinho
8981838a453ffff,-7.9796157,-34.916458,passarinho
8981838a457ffff,-7.977104575,-34.919877475,passarinho
8981838a457ffff,-7.9767472,-34.9204867,passarinho
8981838a457ffff,-7.9781767,-34.9180498,passarinho
8981838a45bffff,-7.9783402,-34.9153983,passarinho
8981838a46bffff,-7.9679828,-34.9191767,guabiraba
8981838a46fffff,-7.964809493404444,-34.92326461545433,guabiraba
8981838a46fffff,-7.964876986808888,-34.92327483090866,guabiraba
8981838a46fffff,-7.964742,-34.9232544,guabiraba
8981838a473ffff,-7.974469,-34.9221269,guabiraba
8981838a48bffff,-7.984989810809857,-34.9271221659429,passarinho
8981838a48bffff,-7.9848349,-34.9271265,passarinho
8981838a48bffff,-7.985124591144065,-34.9267106572735,passarinho
8981838a48bffff,-7.985009941285508,-34.927529340555175,passarinho
8981838a48fffff,-7.9825089,-34.9271904,passarinho
8981838a493ffff,-7.98914861426699,-34.92980322516679,brejo da guabiraba
8981838a493ffff,-7.988720743739925,-34.929697303234164,guabiraba
8981838a493ffff,-7.9882654,-34.9295503,passarinho
8981838a493ffff,-7.9902825,-34.9298013,brejo da guabiraba
8981838a493ffff,-7.98941145612901,-34.9301312729334,guabiraba
8981838a493ffff,-7.9888123,-34.9300908,brejo de beberibe
8981838a497ffff,-7.98899165,-34.93175255,brejo da guabiraba
8981838a497ffff,-7.9890402,-34.9311211,guabiraba
8981838a497ffff,-7.9889431,-34.932384,brejo da guabiraba
8981838a4bbffff,-7.980017764632565,-34.930472766539474,guabiraba
8981838a4c3ffff,-7.985972725,-34.91951415,passarinho
8981838a4c3ffff,-7.9860913,-34.9187348,passarinho
8981838a4c3ffff,-7.9859276,-34.919768,passarinho
8981838a4c3ffff,-7.9859444,-34.9197858,passarinho
8981838a4cbffff,-7.982630504337849,-34.916237983976956,
8981838a4cbffff,-7.9825734,-34.9161785,
8981838a4cbffff,-7.9825016804461075,-34.91601365381818,
8981838a4cbffff,-7.982845982347047,-34.9162273485861,
8981838a4cbffff,-7.982626448824699,-34.9162636073972,
8981838a4cbffff,-7.9821604185515165,-34.91597235681812,
8981838a4cbffff,-7.982650911955605,-34.91661727691121,
8981838a4cbffff,-7.982734931806285,-34.915955857186255,
8981838a4cbffff,-7.982393327115663,-34.91643886541579,
8981838a4cbffff,-7.982928612188596,-34.91631664577078,
8981838a4d3ffff,-7.988444,-34.9188772,passarinho
8981838a4d7ffff,-7.9876578,-34.9240632,passarinho
8981838a4dbffff,-7.987184650552708,-34.917179496560706,dois unidos
8981838a4dbffff,-7.987199001105416,-34.91733959312142,dois unidos
8981838a4dbffff,-7.9871703,-34.9170194,dois unidos
8981838e4d7ffff,-7.903274344579502,-35.06640778462162,
8981838e4d7ffff,-7.9032974701743965,-35.066347291398465,
8981838e4d7ffff,-7.903251218984608,-35.06646827784476,
89818391243ffff,-8.1176759,-34.9591674,cohab
8981839124bffff,-8.1167833,-34.95539105,ibura
8981839124bffff,-8.1171926,-34.9552834,ibura
8981839124bffff,-8.116374,-34.9554987,ibura
8981839124fffff,-8.117569430590812,-34.959216415594376,
8981839125bffff,-8.120751348600256,-34.95555543172629,ibura
8981839125bffff,-8.121941187914059,-34.95533415037256,ibura
8981839125bffff,-8.12092505788671,-34.95476264480632,ibura
8981839125bffff,-8.1193878,-34.9565695,cohab
8981839127bffff,-8.115436309417204,-34.96276312201481,
898183912cbffff,-8.1253282,-34.9602688,cohab
89818398003ffff,-8.063132947621348,-34.904820375093266,ilha do retiro
89818398003ffff,-8.062893028602984,-34.9053298060386,ilha do retiro
89818398003ffff,-8.061314918206817,-34.90606376569787,ilha do retiro
89818398003ffff,-8.06151326079275,-34.90619794479525,ilha do retiro
89818398003ffff,-8.0622025,-34.9059228,ilha do retiro
89818398003ffff,-8.06139907006034,-34.90600831186354,ilha do retiro
89818398003ffff,-8.06153362280484,-34.90622502762746,ilha do retiro
89818398003ffff,-8.062545,-34.9068786,ilha do retiro
89818398003ffff,-8.062080243001493,-34.906302743961625,ilha do retiro
89818398003ffff,-8.061054845858774,-34.90589564668275,madalena
89818398003ffff,-8.061347398971206,-34.90618497603665,ilha do retiro
89818398003ffff,-8.061694804892419,-34.90647728691842,ilha do retiro
89818398003ffff,-8.06136008525208,-34.90628023132487,ilha do retiro
89818398003ffff,-8.061320307308645,-34.90615356906769,ilha do retiro
89818398003ffff,-8.061618346159259,-34.90649722508377,ilha do retiro
89818398003ffff,-8.062677296721612,-34.90496643111945,ilha do retiro
89818398003ffff,-8.061602724950003,-34.9062475050197,ilha do retiro
89818398003ffff,-8.0627033,-34.9064865,ilha do retiro
89818398003ffff,-8.061677458311605,-34.906544113890966,ilha do retiro
89818398003ffff,-8.061466493006243,-34.906507156340695,ilha do retiro
89818398003ffff,-8.061420371520946,-34.90632381096456,ilha do retiro
89818398003ffff,-8.061739103644381,-34.9060098127202,ilha do retiro
89818398003ffff,-8.061231858814562,-34.906443288701496,ilha do retiro
89818398003ffff,-8.061223358885234,-34.90662950337791,ilha do retiro
89818398003ffff,-8.06218915573616,-34.906374333268495,ilha do retiro
89818398003ffff,-8.061844413299829,-34.90644680029161,ilha do retiro
89818398003ffff,-8.061682038095341,-34.90621381272125,ilha do retiro
89818398003ffff,-8.06147242946975,-34.90653245560379,madalena
89818398003ffff,-8.061352974641594,-34.90638480816429,ilha do retiro
89818398003ffff,-8.06171508520424,-34.905925105242254,ilha do retiro
89818398003ffff,-8.061368185751501,-34.90645255073363,madalena
89818398003ffff,-8.06168868949332,-34.90630770109261,ilha do retiro
89818398003ffff,-8.06137869607126,-34.90642829914654,ilha do retiro
89818398003ffff,-8.061114508810132,-34.905898062306576,ilha do retiro
89818398003ffff,-8.061662397983449,-34.90599770951179,madalena
89818398003ffff,-8.06184438807562,-34.90638542153863,ilha do retiro
89818398003ffff,-8.061674891637535,-34.90662625623663,madalena
89818398003ffff,-8.060941111036207,-34.9062238706373,ilha do retiro
89818398003ffff,-8.06181186840027,-34.90597982477394,ilha do retiro
89818398003ffff,-8.061239545125645,-34.90626099898226,ilha do retiro
89818398003ffff,-8.061487470672294,-34.90640011728359,ilha do retiro
89818398003ffff,-8.061313104969948,-34.906100286515574,ilha do retiro
89818398003ffff,-8.06137374930228,-34.906197008442305,ilha do retiro
89818398003ffff,-8.061317441873562,-34.90556172332504,ilha do retiro
89818398003ffff,-8.0613015,-34.9062379,madalena
89818398003ffff,-8.061006815849039,-34.906031732082496,ilha do retiro
89818398003ffff,-8.06096121756647,-34.90624099545817,madalena
89818398003ffff,-8.061507655113546,-34.90660524422526,ilha do retiro
89818398003ffff,-8.06163783406696,-34.9063925622852,ilha do retiro
89818398003ffff,-8.061797953955823,-34.90633171095131,ilha do retiro
89818398003ffff,-8.061433296232034,-34.90667212124732,ilha do retiro
89818398003ffff,-8.061353771906512,-34.906690030227026,ilha do retiro
89818398003ffff,-8.061917333928298,-34.905708287623234,ilha do retiro
89818398003ffff,-8.061283006672648,-34.906482333643844,madalena
89818398003ffff,-8.061355774007682,-34.90620788602247,ilha do retiro
89818398003ffff,-8.06126556412322,-34.906255041356616,ilha do retiro
89818398003ffff,-8.061348388267762,-34.90641341851953,madalena
89818398003ffff,-8.061134516697601,-34.906329190748195,ilha do retiro
89818398003ffff,-8.06151517807685,-34.906226215166875,ilha do retiro
89818398003ffff,-8.06125805946915,-34.90623215841553,ilha do retiro
89818398003ffff,-8.06103767737031,-34.90615065988773,ilha do retiro
89818398003ffff,-8.061435584859401,-34.90662648607317,madalena
89818398003ffff,-8.0612124,-34.9058489,madalena
89818398003ffff,-8.061229832286626,-34.906295713591206,ilha do retiro
89818398003ffff,-8.061272128346914,-34.90638630210768,ilha do retiro
89818398003ffff,-8.061085602374304,-34.906091075227614,ilha do retiro
89818398003ffff,-8.061642303988895,-34.9063706500852,ilha do retiro
89818398003ffff,-8.06115065567214,-34.90641840852304,madalena
89818398003ffff,-8.060999473842418,-34.906556008211666,ilha do retiro
89818398003ffff,-8.06095803723523,-34.90618992090545,madalena
89818398003ffff,-8.061171299720923,-34.90642676542976,ilha do retiro
89818398003ffff,-8.061073715488849,-34.90621927125992,madalena
89818398003ffff,-8.061134557942484,-34.90631602826112,madalena
89818398003ffff,-8.06118964616225,-34.90584974173841,madalena
89818398003ffff,-8.061638454327724,-34.90595445722462,ilha do retiro
89818398003ffff,-8.061303160408553,-34.90618744259055,ilha do retiro
89818398003ffff,-8.061258226786315,-34.90566200826171,madalena
89818398003ffff,-8.061632418591651,-34.906109854389754,ilha do retiro
89818398003ffff,-8.0613015,-34.9062379,ilha do retiro
89818398003ffff,-8.06131886895363,-34.906142527086566,madalena
89818398003ffff,-8.061450244212924,-34.90681824918568,madalena
89818398003ffff,-8.060936488091345,-34.90586929803784,ilha do retiro
89818398003ffff,-8.0614368,-34.9062343,ilha do retiro
89818398003ffff,-8.061727158911584,-34.905882797800125,ilha do retiro
89818398003ffff,-8.0604157,-34.9044656,ilha do retiro
89818398003ffff,-8.061605481141315,-34.90623901013173,ilha do retiro
89818398003ffff,-8.0604157,-34.9044656,madalena
89818398003ffff,-8.061420102209947,-34.906298690873,ilha do retiro
89818398003ffff,-8.061361884722363,-34.905943356389706,madalena
89818398003ffff,-8.061527165358463,-34.90626123169454,ilha do retiro
89818398003ffff,-8.061537362685383,-34.90661270748701,madalena
89818398003ffff,-8.061270240265511,-34.90645216853401,madalena
89818398003ffff,-8.061472631605554,-34.90637053862525,madalena
89818398003ffff,-8.0629962,-34.9048608,ilha do retiro
89818398003ffff,-8.061609651659289,-34.906060254261774,madalena
89818398003ffff,-8.061175927037745,-34.906700541617575,madalena
89818398003ffff,-8.062627527573587,-34.90583513664693,ilha do retiro
89818398003ffff,-8.0628401,-34.9049049,ilha do retiro
89818398003ffff,-8.061638113588955,-34.90604730021248,ilha do retiro
89818398003ffff,-8.062025,-34.9063828,ilha do retiro
89818398003ffff,-8.061174823522366,-34.9063032462966,madalena
89818398003ffff,-8.061318284702653,-34.9062051547414,madalena
89818398003ffff,-8.061459325343154,-34.9068336289827,ilha do retiro
89818398003ffff,-8.061356269849684,-34.906751964499776,ilha do retiro
89818398003ffff,-8.061330804240528,-34.90616275205114,madalena
89818398003ffff,-8.0620876,-34.9058388,ilha do retiro
89818398003ffff,-8.060980288342952,-34.90654963576024,madalena
89818398003ffff,-8.061569787300542,-34.90591389016504,ilha do retiro
89818398003ffff,-8.061116328779992,-34.90646395108911,ilha do retiro
89818398003ffff,-8.06094600062264,-34.90609250188015,ilha do retiro
89818398003ffff,-8.061394722903524,-34.905977423843204,madalena
89818398003ffff,-8.061454626838945,-34.9064684733907,ilha do retiro
89818398003ffff,-8.06181250146304,-34.907075384692675,ilha do retiro
89818398003ffff,-8.06100367643495,-34.906314570327325,ilha do retiro
89818398003ffff,-8.061367322229831,-34.90607243678545,madalena
89818398003ffff,-8.06123095446915,-34.906015842842706,ilha do retiro
89818398003ffff,-8.061780606041703,-34.90629639784038,ilha do retiro
89818398003ffff,-8.06116602778539,-34.9062642879928,ilha do retiro
89818398003ffff,-8.06107725501999,-34.90640884559536,ilha do retiro
89818398003ffff,-8.061906858656913,-34.90650445801332,madalena
89818398003ffff,-8.06124902319694,-34.9057966696169,ilha do retiro
89818398003ffff,-8.061781748331034,-34.90585812761462,madalena
89818398003ffff,-8.061490128041456,-34.90621540611953,ilha do retiro
89818398003ffff,-8.061381288212926,-34.90661451714747,madalena
89818398003ffff,-8.061518256193686,-34.906149850773225,ilha do retiro
89818398003ffff,-8.061294058429818,-34.9062504991987,madalena
89818398003ffff,-8.061255184248328,-34.90624458073123,madalena
89818398003ffff,-8.0616711,-34.9075785,ilha do retiro
89818398003ffff,-8.060959091581301,-34.90606507350524,madalena
89818398003ffff,-8.0613675,-34.9058926,ilha do retiro
89818398003ffff,-8.06124535231154,-34.905545671709966,ilha do retiro
89818398003ffff,-8.061466861097662,-34.90649849787864,ilha do retiro
89818398003ffff,-8.062493687145139,-34.9062605827963,ilha do retiro
89818398003ffff,-8.061388613640329,-34.90644302633261,ilha do retiro
89818398003ffff,-8.0616457,-34.9064096,ilha do retiro
89818398003ffff,-8.061711149781575,-34.90605718675496,ilha do retiro
89818398003ffff,-8.061568483395705,-34.90637788970203,ilha do retiro
89818398003ffff,-8.061177910701456,-34.90618513085975,madalena
89818398003ffff,-8.061573488298448,-34.90632952071376,madalena
89818398003ffff,-8.061487312475178,-34.906232688779234,ilha do retiro
89818398003ffff,-8.061331670613688,-34.90651625944817,ilha do retiro
89818398003ffff,-8.061692342399983,-34.90655571798738,ilha do retiro
89818398003ffff,-8.0616907,-34.9061727,madalena
89818398003ffff,-8.06137619601499,-34.90577867113864,ilha do retiro
89818398003ffff,-8.061592494358777,-34.906383295451874,madalena
89818398003ffff,-8.0626439,-34.9055393,ilha do retiro
89818398003ffff,-8.061717933437787,-34.90672401321931,ilha do retiro
89818398003ffff,-8.061616643864358,-34.90616835772377,ilha do retiro
89818398003ffff,-8.0622025,-34.9059228,madalena
89818398003ffff,-8.060957600437078,-34.90674744623202,madalena
89818398003ffff,-8.061125201822646,-34.905973465183074,ilha do retiro
89818398003ffff,-8.061252063631455,-34.906179713833815,madalena
89818398003ffff,-8.06149610062729,-34.906436278625165,ilha do retiro
89818398003ffff,-8.06104936612022,-34.90609364525083,madalena
89818398003ffff,-8.061456960182975,-34.9060163103676,ilha do retiro
